catalogId,catalogName,packId,packName,mobileName,nonameId,originPack,localName,aliases,quality,obtain,price,recruitWeight,duplicate,duplicateInCatalog
shenhua_zailin,神话再临,biaofeng,标风包,刘备,liubei,standard,刘备,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,关羽,guanyu,standard,关羽,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,马超,machao,standard,马超,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,张飞,zhangfei,standard,张飞,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,赵云,zhaoyun,standard,赵云,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,黄月英,huangyueying,standard,黄月英,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,诸葛亮,zhugeliang,standard,诸葛亮,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,曹操,caocao,standard,曹操,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,许褚,xuzhu,standard,许褚,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,司马懿,simayi,standard,司马懿,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,夏侯惇,xiahoudun,standard,夏侯惇,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,甄姬,zhenji,standard,甄宓,甄宓,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,张辽,zhangliao,standard,张辽,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,郭嘉,guojia,standard,郭嘉,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,曹仁,old_caoren,shenhua,曹仁,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,夏侯渊,re_xiahouyuan,shenhua,夏侯渊,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,黄盖,huanggai,standard,黄盖,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,甘宁,ganning,standard,甘宁,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,孙权,sunquan,standard,孙权,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,孙尚香,sunshangxiang,standard,孙尚香,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,陆逊,luxun,standard,陆逊,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,大乔,daqiao,standard,大乔,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,周瑜,zhouyu,standard,周瑜,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,吕蒙,lvmeng,standard,吕蒙,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,华佗,huatuo,standard,华佗,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,貂蝉,diaochan,standard,貂蝉,,待定,,{},,{},
shenhua_zailin,神话再临,biaofeng,标风包,吕布,lvbu,standard,吕布,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,黄忠,re_huangzhong,shenhua,黄忠,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,魏延,re_weiyan,shenhua,魏延,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,小乔,xiaoqiao,shenhua,小乔,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,周泰,old_zhoutai,shenhua,周泰,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,张角,sp_zhangjiao,shenhua,张角,,待定,,{},,{},
shenhua_zailin,神话再临,feng,风包,于吉,re_yuji,shenhua,于吉,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,荀彧,xunyu,shenhua,荀彧,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,典韦,dianwei,shenhua,典韦,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,庞统,pangtong,shenhua,庞统,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,卧龙诸葛,sp_zhugeliang,shenhua,卧龙,卧龙;卧龙诸葛亮,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,太史慈,taishici,shenhua,太史慈,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,袁绍,re_yuanshao,shenhua,袁绍,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,颜良文丑,yanwen,shenhua,颜良文丑,,待定,,{},,{},
shenhua_zailin,神话再临,huo,火包,庞德,re_pangde,shenhua,庞德,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,曹丕,caopi,shenhua,曹丕,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,徐晃,re_xuhuang,shenhua,徐晃,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,孟获,menghuo,shenhua,孟获,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,祝融,zhurong,shenhua,祝融,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,鲁肃,re_lusu,shenhua,鲁肃,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,孙坚,sunjian,shenhua,孙坚,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,董卓,dongzhuo,shenhua,董卓,,待定,,{},,{},
shenhua_zailin,神话再临,lin,林包,贾诩,jiaxu,shenhua,贾诩,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,张郃,zhanghe,shenhua,张郃,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,邓艾,dengai,shenhua,邓艾,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,姜维,jiangwei,shenhua,姜维,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,刘禅,liushan,shenhua,刘禅,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,孙策,sunce,shenhua,孙策,,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,张昭张纮,zhangzhang,shenhua,张昭张纮,张昭 & 张纮;张昭张纮,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,蔡文姬,caiwenji,shenhua,蔡琰,蔡琰,待定,,{},,{},
shenhua_zailin,神话再临,shan,山包,左慈,zuoci,shenhua,左慈,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,王基,wangji,shenhua,王基,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,王平,wangping,shenhua,王平,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,严颜,yanyan,shenhua,严颜,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,陆绩,luji,shenhua,陆绩,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,孙亮,sunliang,shenhua,孙亮,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,蒯良蒯越,kuailiangkuaiyue,shenhua,蒯良蒯越,蒯良 & 蒯越;蒯越蒯良,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,许攸,xuyou,shenhua,许攸,,待定,,{},,{},
shenhua_zailin,神话再临,yin,阴包,卢植,yl_luzhi,shenhua,卢植,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,郝昭,haozhao,shenhua,郝昭,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,毌丘俭,guanqiujian,shenhua,毌丘俭,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,陈到,chendao,shenhua,陈到,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,诸葛瞻,zhugezhan,shenhua,诸葛瞻,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,陆抗,lukang,shenhua,陆抗,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,周妃,zhoufei,shenhua,周妃,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,袁术,re_yuanshu,standard,袁术,,待定,,{},,{},
shenhua_zailin,神话再临,lei,雷包,张绣,zhangxiu,shenhua,张绣,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势杨弘,mb_yanghong,bingshi,势杨弘,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势于吉,pot_yuji,bingshi,势于吉,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势邓艾,pot_dengai,bingshi,势邓艾,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势娄圭,pot_lougui,bingshi,势娄圭,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势夏侯尚,mb_xiahoushang,bingshi,势夏侯尚,,待定,,{},,{},
bingshi,兵势篇,qi,奇,势孙韶,sunsháo,bingshi,势孙韶,,待定,,{},,{},
bingshi,兵势篇,zheng,正,势陈到,pot_chendao,bingshi,势陈到,,待定,,{},,{},
bingshi,兵势篇,zheng,正,势田丰,mb_tianfeng,bingshi,势田丰,,待定,,{},,{},
bingshi,兵势篇,zheng,正,势太史慈,pot_taishici,bingshi,势太史慈,,待定,,{},,{},
bingshi,兵势篇,zheng,正,势国渊,guoyuan,bingshi,势国渊,,待定,,{},,{},
bingshi,兵势篇,shi,势,势黄祖,mb_huangzu,bingshi,势黄祖,,待定,,{},,{},
bingshi,兵势篇,shi,势,势张燕,mb_zhangyan,bingshi,势张燕,,待定,,{},,{},
bingshi,兵势篇,shi,势,势陈祗,mb_chenzhi,bingshi,势陈祗,,待定,,{},,{},
bingshi,兵势篇,shi,势,势魏延,pot_weiyan,bingshi,势魏延,,待定,,{},,{},
bingshi,兵势篇,shi,势,势庞羲,pangxi,bingshi,势庞羲,,待定,,{},,{},
bingshi,兵势篇,shi,势,势董昭,pot_dongzhao,bingshi,势董昭,,待定,,{},,{},
bingshi,兵势篇,shi,势,势钟会,sp_zhonghui,bingshi,势钟会,,待定,,{},,{},
bingshi,兵势篇,shi,势,势孙峻,mb_sunjun,bingshi,势孙峻,,待定,,{},,{},
bingshi,兵势篇,jie,节,势辛宪英,pot_xinxianying,bingshi,势辛宪英,,待定,,{},,{},
bingshi,兵势篇,jie,节,势陆郁生,mb_luyusheng,bingshi,势陆郁生,,待定,,{},,{},
bingshi,兵势篇,jie,节,势鲁肃,pot_lusu,bingshi,势鲁肃,,待定,,{},,{},
bingshi,兵势篇,jie,节,势桓阶,pot_huanjie,bingshi,势桓阶,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋周瑜,sb_zhouyu,sb,谋周瑜,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋张角,sb_zhangjiao,sb,谋张角,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋贾诩,sb_jiaxu,sb,谋贾诩,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋曹操,sb_caocao,sb,谋曹操,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋刘备,sb_liubei,sb,谋刘备,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋大乔,sb_daqiao,sb,谋大乔,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋孙权,sb_sunquan,sb,谋孙权,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋诸葛亮,sb_sp_zhugeliang,sb,谋诸葛亮,,待定,,{},,{},
mougong,谋攻篇,zhi,知,谋荀彧,sb_xunyu,sb,谋荀彧,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋陈宫,sb_chengong,sb,谋陈宫,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋庞统,sb_pangtong,sb,谋庞统,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋韩当,sb_handang,sb,谋韩当,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋徐晃,sb_xuhuang,sb,谋徐晃,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋马超,sb_machao,sb,谋马超,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋法正,sb_fazheng,sb,谋法正,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋貂蝉,sb_diaochan,sb,谋貂蝉,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋甘宁,sb_ganning,sb,谋甘宁,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋曹丕,sb_caopi,sb,谋曹丕,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋郭嘉,sb_guojia,sb,谋郭嘉,,待定,,{},,{},
mougong,谋攻篇,shi,识,谋张郃,sb_zhanghe,sb,谋张郃,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋张飞,sb_zhangfei,sb,谋张飞,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋赵云,sb_zhaoyun,sb,谋赵云,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋小乔,sb_xiaoqiao,sb,谋小乔,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋夏侯渊,sb_xiahouyuan,sb,谋夏侯渊,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋杨婉,sp_yangwan,sb,谋杨婉,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋夏侯氏,sb_xiahoushi,sb,谋夏侯氏,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋孙策,sb_sunce,sb,谋孙策,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋祝融,sb_zhurong,sb,谋祝融,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋夏侯惇,sb_xiahoudun,sb,谋夏侯惇,,待定,,{},,{},
mougong,谋攻篇,tong,同,谋朱然,sb_zhuran,sb,谋朱然,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋吕蒙,sb_lvmeng,sb,谋吕蒙,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋于禁,sb_yujin,sb,谋于禁,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋卢植,sb_yl_luzhi,sb,谋卢植,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋陆逊,sb_luxun,sb,谋陆逊,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋黄忠,sb_huangzhong,sb,谋黄忠,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋黄盖,sb_huanggai,sb,谋黄盖,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋曹仁,sb_caoren,sb,谋曹仁,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋黄月英,sb_huangyueying,sb,谋黄月英,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋高顺,sb_gaoshun,sb,谋高顺,,待定,,{},,{},
mougong,谋攻篇,yu,虞,谋郭淮,sb_guohuai,sb,谋郭淮,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋张辽,sb_zhangliao,sb,谋张辽,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋华雄,sb_huaxiong,sb,谋华雄,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋孙尚香,sb_sunshangxiang,sb,谋孙尚香,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋姜维,sb_jiangwei,sb,谋姜维,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋袁绍,sb_yuanshao,sb,谋袁绍,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋孟获,sb_menghuo,sb,谋孟获,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋关羽,sb_guanyu,sb,谋关羽,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋公孙瓒,sb_gongsunzan,sb,谋公孙瓒,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋诸葛瑾,sb_zhugejin,sb,谋诸葛瑾,,待定,,{},,{},
mougong,谋攻篇,neng,能,谋吕布,sb_lvbu,sb,谋吕布,,待定,,{},,{},
shiji,始计篇,zhi,智,费祎,ol_feiyi,sp,费祎,,待定,,{},,{},
shiji,始计篇,zhi,智,孙邵,sunshao,sp,孙邵,,待定,,{},,{},
shiji,始计篇,zhi,智,卞夫人,ol_bianfuren,sp,卞夫人,,待定,,{},,{},
shiji,始计篇,zhi,智,王粲,wangcan,sp,王粲,,待定,,{},,{},
shiji,始计篇,zhi,智,陈震,sp_chenzhen,shiji,陈震,,待定,,{},,{},
shiji,始计篇,zhi,智,荀谌,re_xunchen,huicui,荀谌,,待定,,{},,{},
shiji,始计篇,zhi,智,骆统,dc_luotong,xianding,骆统,,待定,,{},,{},
shiji,始计篇,zhi,智,杜预,dc_duyu,xianding,杜预,,待定,,{},,{},
shiji,始计篇,xin,信,王甫赵累,wangfuzhaolei,shiji,王甫赵累,,待定,,{},,{},
shiji,始计篇,xin,信,羊祜,dc_yanghu,huicui,羊祜,,待定,,{},,{},
shiji,始计篇,xin,信,糜夫人,dc_mifuren,xianding,糜夫人,mifuren,待定,,{},,{},
shiji,始计篇,xin,信,孔融,dc_kongrong,huicui,孔融,,待定,,{},,{},
shiji,始计篇,xin,信,辛毗,xinpi,sp2,辛毗,,待定,,{},,{},
shiji,始计篇,xin,信,周处,jin_zhouchu,sp,周处,,待定,,{},,{},
shiji,始计篇,xin,信,吴景,wujing,shiji,吴景,,待定,,{},,{},
shiji,始计篇,xin,信,王凌,wangling,shiji,王凌,,待定,,{},,{},
shiji,始计篇,ren,仁,华歆,huaxin,huicui,华歆,,待定,,{},,{},
shiji,始计篇,ren,仁,张温,zhangwen,sp2,张温,,待定,,{},,{},
shiji,始计篇,ren,仁,蔡贞姬,caizhenji,shiji,蔡贞姬,,待定,,{},,{},
shiji,始计篇,ren,仁,桥公,qiaogong,shiji,桥公,,待定,,{},,{},
shiji,始计篇,ren,仁,许靖,dc_xujing,xianding,许靖,,待定,,{},,{},
shiji,始计篇,ren,仁,向宠,xiangchong,shiji,向宠,,待定,,{},,{},
shiji,始计篇,ren,仁,刘璋,liuzhang,shiji,刘璋,,待定,,{},,{},
shiji,始计篇,yong,勇,陈武董袭,chendong,xianding,陈武董袭,,待定,,{},,{},
shiji,始计篇,yong,勇,袁涣,yuanhuan,shiji,袁涣,,待定,,{},,{},
shiji,始计篇,yong,勇,王双,wangshuang,xianding,王双,,待定,,{},,{},
shiji,始计篇,yong,勇,孙翊,re_sunyi,xianding,孙翊,,待定,,{},,{},
shiji,始计篇,yong,勇,高览,dc_gaolan,huicui,高览,,待定,,{},,{},
shiji,始计篇,yong,勇,花鬘,huaman,xianding,花鬘,,待定,,{},,{},
shiji,始计篇,yong,勇,文鸯,wenyang,xianding,文鸯,,待定,,{},,{},
shiji,始计篇,yan,严,蒋钦,sp_jiangqing,shiji,蒋钦,,待定,,{},,{},
shiji,始计篇,yan,严,崔琰,cuiyan,sp,崔琰,,待定,,{},,{},
shiji,始计篇,yan,严,吕范,lvfan,xianding,吕范,,待定,,{},,{},
shiji,始计篇,yan,严,蒋琬,ol_jiangwan,sp,蒋琬,,待定,,{},,{},
shiji,始计篇,yan,严,张昌蒲,zhangchangpu,sp2,张昌蒲,,待定,,{},,{},
shiji,始计篇,yan,严,皇甫嵩,huangfusong,sp,皇甫嵩,,待定,,{},,{},
shiji,始计篇,yan,严,朱儁,zhujun,sp2,朱儁,,待定,,{},,{},
shiji,始计篇,yan,严,刘巴,dc_liuba,huicui,刘巴,,待定,,{},,{},
